date,product,category,branch,units_sold,unit_price,revenue,net_revenue,stock_qty,reorder_level
2026-06-11,Energy Drink,Beverages,Model Town Campus,2,155.82,311.64,292.9416,162.0,32.0
2026-06-02,Earphones Basic,Electronics,Gulberg Campus,7,360.25,2521.75,2395.6625,164.0,51.0
2026-06-05,Potato Chips,Snacks,Gulberg Campus,10,50.563170731707324,505.6317073170732,480.35012195121953,174.0,21.0
2026-06-07,Usb Flash Drive 32Gb,Electronics,DHA Campus,3,921.92,2765.7599999999998,2572.1567999999997,,
2026-06-22,Earphones Basic,Electronics,Gulberg Campus,2,357.23,714.46,678.737,164.0,51.0
2026-06-15,Mineral Water 500Ml,Beverages,DHA Campus,10,44.98,449.79999999999995,418.3139999999999,,
2026-06-07,Cold Coffee,Beverages,DHA Campus,11,119.74,1317.1399999999999,1224.9401999999998,174.0,53.0
2026-06-02,Samosa,Snacks,Gulberg Campus,2,40.81,81.62,77.539,157.0,32.0
2026-06-27,Gel Pen Pack,Stationery,Model Town Campus,7,84.32,590.24,554.8256,124.0,23.0
2026-06-01,Potato Chips,Snacks,Gulberg Campus,2,50.01,100.02,95.01899999999999,174.0,21.0
2026-06-29,Usb Flash Drive 32Gb,Electronics,Gulberg Campus,4,873.96,3495.84,3321.048,,
2026-06-12,Samosa,Snacks,Model Town Campus,1,40.78,40.78,38.3332,157.0,32.0
2026-06-26,Cold Coffee,Beverages,Gulberg Campus,2,122.34,244.68,232.446,174.0,53.0
2026-06-19,Samosa,Snacks,Model Town Campus,10,40.78,407.8,383.332,157.0,32.0
2026-06-12,Energy Drink,Beverages,DHA Campus,9,148.73,1338.57,1244.8700999999999,162.0,32.0
2026-06-05,Earphones Basic,Electronics,Model Town Campus,3,359.39,1078.17,1013.4798,164.0,51.0
2026-06-09,Potato Chips,Snacks,Gulberg Campus,1,47.96,47.96,45.562,174.0,21.0
2026-06-30,Usb Flash Drive 32Gb,Electronics,Gulberg Campus,2,958.54,1917.08,1821.2259999999999,,
2026-06-17,Highlighter Set,Stationery,Gulberg Campus,1,236.16,236.16,224.35199999999998,97.0,41.0
2026-06-24,Earphones Basic,Electronics,DHA Campus,10,335.64,3356.3999999999996,3121.4519999999993,164.0,51.0
2026-06-28,Usb Flash Drive 32Gb,Electronics,Model Town Campus,10,916.51,9165.1,8615.194,,
2026-06-15,Chicken Patty,Snacks,DHA Campus,5,61.78,308.9,287.277,165.0,35.0
2026-06-19,Chicken Patty,Snacks,Model Town Campus,7,62.36,436.52,410.32879999999994,165.0,35.0
2026-06-20,Highlighter Set,Stationery,Gulberg Campus,8,212.2,1697.6,1612.7199999999998,97.0,41.0
2026-06-21,Gel Pen Pack,Stationery,DHA Campus,2,77.88,155.76,144.8568,124.0,23.0
2026-06-13,Highlighter Set,Stationery,DHA Campus,1,215.39,215.39,200.31269999999998,97.0,41.0
2026-06-04,Samosa,Snacks,Gulberg Campus,8,42.9,343.2,326.03999999999996,157.0,32.0
2026-06-11,Highlighter Set,Stationery,DHA Campus,2,209.76,419.52,390.1536,97.0,41.0
2026-06-26,Energy Drink,Beverages,Model Town Campus,6,157.42,944.52,887.8488,162.0,32.0
2026-06-08,Gel Pen Pack,Stationery,Model Town Campus,1,79.3,79.3,74.54199999999999,124.0,23.0
2026-06-26,Highlighter Set,Stationery,DHA Campus,5,223.85644444444446,1119.2822222222223,1040.9324666666666,97.0,41.0
2026-06-29,Potato Chips,Snacks,DHA Campus,11,51.38,565.1800000000001,525.6174,174.0,21.0
2026-06-11,Gel Pen Pack,Stationery,Model Town Campus,8,85.42,683.36,642.3584,124.0,23.0
2026-06-16,Gel Pen Pack,Stationery,DHA Campus,2,79.65,159.3,148.149,124.0,23.0
2026-06-15,Gel Pen Pack,Stationery,DHA Campus,1,76.14,76.14,70.8102,124.0,23.0
2026-06-10,Earphones Basic,Electronics,Gulberg Campus,10,375.69,3756.9,3569.055,164.0,51.0
2026-06-06,Usb Flash Drive 32Gb,Electronics,Model Town Campus,6,933.27,5599.62,5263.6428,,
2026-06-10,Notebook A4,Stationery,Gulberg Campus,5,144.34,721.7,685.615,43.0,34.0
2026-06-09,Samosa,Snacks,Model Town Campus,3,39.76,119.28,112.1232,157.0,32.0
2026-06-17,Mineral Water 500Ml,Beverages,Model Town Campus,9,45.44,408.96,384.4224,,
2026-06-03,Chicken Patty,Snacks,Model Town Campus,2,57.74,115.48,108.5512,165.0,35.0
2026-06-24,Earphones Basic,Electronics,Gulberg Campus,4,374.3,1497.2,1422.34,164.0,51.0
2026-06-01,Energy Drink,Beverages,DHA Campus,3,142.9,428.70000000000005,398.69100000000003,162.0,32.0
2026-06-13,Chicken Patty,Snacks,Gulberg Campus,2,60.66,121.32,115.25399999999999,165.0,35.0
2026-06-05,Samosa,Snacks,Gulberg Campus,1,39.32,39.32,37.354,157.0,32.0
2026-06-21,Samosa,Snacks,DHA Campus,10,43.15,431.5,401.29499999999996,157.0,32.0
2026-06-23,Earphones Basic,Electronics,DHA Campus,4,365.36,1461.44,1359.1392,164.0,51.0
2026-06-04,Notebook A4,Stationery,Model Town Campus,9,148.44,1335.96,1255.8024,43.0,34.0
2026-06-09,Chicken Patty,Snacks,Gulberg Campus,2,61.03,122.06,115.957,165.0,35.0
2026-06-29,Highlighter Set,Stationery,DHA Campus,1,223.17,223.17,207.54809999999998,97.0,41.0
2026-06-19,Cold Coffee,Beverages,Gulberg Campus,11,119.56,1315.16,1249.402,174.0,53.0
2026-06-18,Samosa,Snacks,Model Town Campus,8,40.52,324.16,304.7104,157.0,32.0
2026-06-30,Usb Flash Drive 32Gb,Electronics,Model Town Campus,11,894.77,9842.47,9251.921799999998,,
2026-06-28,Energy Drink,Beverages,DHA Campus,10,150.39,1503.8999999999999,1398.6269999999997,162.0,32.0
2026-06-21,Energy Drink,Beverages,Gulberg Campus,2,144.92,289.84,275.34799999999996,162.0,32.0
2026-06-10,Cold Coffee,Beverages,DHA Campus,10,125.91,1259.1,1170.9629999999997,174.0,53.0
2026-06-19,Gel Pen Pack,Stationery,DHA Campus,11,78.63,864.93,804.3848999999999,124.0,23.0
2026-06-11,Cold Coffee,Beverages,Gulberg Campus,9,122.55,1102.95,1047.8025,174.0,53.0
2026-06-30,Chicken Patty,Snacks,Gulberg Campus,4,63.59,254.36,241.642,165.0,35.0
2026-06-27,Notebook A4,Stationery,DHA Campus,7,156.85,1097.95,1021.0935,43.0,34.0
2026-06-28,Highlighter Set,Stationery,Model Town Campus,2,213.76,427.52,401.86879999999996,97.0,41.0
2026-06-11,Notebook A4,Stationery,DHA Campus,11,158.12,1739.3200000000002,1617.5676,43.0,34.0
2026-06-10,Potato Chips,Snacks,DHA Campus,6,52.14,312.84000000000003,290.94120000000004,174.0,21.0
